id,age_range,birthday,gender,first_name,last_name,location_lat,location_lng,home_town_lat,home_town_lng
893162770236519.4,64,5/14/2000,0,Panchito,Grimsdike,36.1029484,139.4593556,23.177772,112.294107
569936970722202.6,60,11/6/2009,0,Ximenez,Goodie,29.737993,114.686707,19.4146406,-99.1395519
463138985354104.4,43,10/8/1980,1,Della,Daouse,26.141814,110.602332,55.4018986,12.8627096
278968584248070.8,90,2/16/1997,0,Clair,Minero,13.5616918,-15.8304975,33.3338472,69.9371673
366747665122131.2,14,7/22/1987,0,Janifer,Anderton,-23.9868815,-46.237832,-29.4130611,-53.024918
661903355600513.8,37,9/10/1967,0,Tadio,Cogger,-12.5477492,-40.2271243,12.1348457,15.0557415
340637985668751.2,13,2/4/1958,1,Vevay,Eley,38.021567,114.847075,15.4321163,-87.9040571
853619998668395.8,12,3/19/2012,1,Angelico,Metts,-6.6721504,111.5910078,48.6943534,25.1747279
968975365458019.5,48,4/9/2002,1,Karney,Schriren,48.1997412,16.983641,-19.5803242,-43.9503713
637955470971275.6,21,1/5/1957,1,Carmine,Coombs,-27.3226376,-50.6378804,54.9896116,57.6874206
952318416265323.3,92,4/28/1989,0,Glyn,Fowells,50.097858,105.411797,-14.96441,-70.403374
856938533348217.1,34,8/31/1966,1,Reynold,Hattersley,49.5704312,6.0632054,5.963336,-75.963942
191899409715585.6,56,12/6/1994,1,Tania,Goodread,29.852891,114.298711,43.3182911,28.0224528
786197151586859.9,70,7/3/2009,0,Wolfy,Templman,-21.35188,-46.4970116,-23.8107528,-47.1752123
502625128761910.9,88,12/1/1971,1,Cosimo,Pool,34.878483,113.277504,11.825138,42.590275
638652356775685.6,35,3/21/1998,0,Jamie,Drayn,0.4263679,33.1492106,10.9840928,8.060158
623889178771946.0,89,11/19/1999,1,Klaus,Tyer,36.3029195,139.9768546,39.767266,116.339492
634932243047492.0,21,2/7/1997,0,Lib,Caulier,11.183333,42.933333,26.600973,104.8265942
750329742560765.6,14,8/1/1986,0,Chaddie,Hestrop,19.5230587,-71.923832,9.2610914,0.7770529
405791833148948.0,31,9/27/1989,0,Yulma,Bonde,14.453071,121.030984,50.8866749,21.2296066
702717778819706.4,58,6/5/1967,0,Quinta,Prose,43.4945737,5.8978018,14.72328,102.1609718
632074193181399.3,37,4/25/1963,1,Robinett,Waleran,29.696108,118.315329,41.0716946,-8.0890423
587557658515052.0,66,12/21/1978,1,Brigg,Hastwell,34.5746319,133.2313846,37.27,-79.94
782620889940164.9,69,12/5/1977,0,Osbert,Earnshaw,29.858629,117.6134553,-22.7186089,-42.6279835
485481726661355.6,70,12/7/1984,0,Elroy,Mahady,29.358966,119.222105,39.65688,117.295545
778407489827939.3,91,9/12/2013,1,Viviyan,Trassler,38.7108335,139.7415269,57.7236265,11.7360101
782662710298127.4,49,7/8/2004,1,Dorotea,Bordone,35.9227705,139.7492367,31.95388,35.2998
349975506121712.8,64,6/20/1979,1,Cornall,Dooher,-8.4929791,119.0110762,31.685311,119.787645
382055148693605.1,84,2/8/1986,0,Kirstin,Gaitung,50.9485739,20.2508581,-7.2881839,112.8165095
414326535262440.2,54,12/10/1969,1,Tommie,Fishlock,46.2144039,15.1585599,40.7331596,-7.8222033
938023958557076.3,15,9/13/1982,0,Kattie,Pownall,50.6422,17.61989,-37.0852788,174.9427335
116238676532436.5,12,10/6/1989,1,Leoine,Baszkiewicz,-8.729881,122.0212337,48.5347071,7.6370168
376251603460366.5,37,9/4/1985,0,Bendix,Mitford,13.3888199,102.1175404,38.3508588,141.4219969
414441552926308.3,61,12/1/1991,0,Florri,Krammer,43.7441795,2.511999,17.9053046,103.4974258
559905948329690.2,62,2/23/1976,1,Mil,Heijne,21.441808,110.778411,14.5679735,121.0210496
248213028243884.8,78,7/2/2011,0,Roobbie,Fihelly,40.087301,116.31098,-6.562,105.9917
857765279756121.1,37,7/13/1969,1,Tessie,Doggrell,47.0682122,-0.8494862,59.9451756,10.6392492
202560090909533.7,77,12/23/1995,0,Kara-lynn,D'Alessandro,29.615233,110.608528,55.6751524,12.5742882
930934655352999.1,72,8/30/1994,1,Jeni,Chappel,31.268047,121.004054,-1.3050431,-47.9340343
617916620640752.4,46,3/21/1973,0,Gabriela,Ladson,49.6892539,18.3276256,-37.052608,-69.880879
635230015504159.8,47,8/6/1957,0,Adriaens,Barneveld,39.538047,116.683752,53.7721333,14.7790457
675456019966777.9,11,4/10/2008,1,Shir,Scarf,47.731164,87.463427,34.386714,107.445334
422256731428072.9,65,12/29/1959,0,Shayna,Graeme,37.8450241,-25.231895,12.6757233,-86.571617
706141947242177.3,22,9/24/1971,1,Siffre,Southwell,-12.9732026,40.5178014,49.5416577,16.2341158
125894675737933.2,81,7/18/1988,1,Shelagh,Minger,30.718837,116.262661,19.5037694,-99.1324282
625025772772162.8,91,9/22/1963,1,Burr,Frankema,-10.5733141,121.7235066,35.6905313,105.0546075
929724034357815.9,61,5/6/1965,0,Moishe,Johl,36.4166485,25.432447,-23.5795137,-47.9985512
683693273936889.6,80,3/10/1982,0,Terry,Chancellor,23.131797,113.407143,45.9199884,13.6295806
178772418343220.1,36,7/27/1965,1,Balduin,Fernely,-7.3236038,106.4641459,57.033151,22.7767899
283432873576479.8,56,10/31/1974,1,Claresta,Maasz,2.7239834,101.9476452,29.828119,107.140088
268192775804398.3,40,7/13/2003,0,Frederique,Maplesden,55.7963126,37.5116044,36.285616,115.147814
469879187242528.1,68,1/15/1991,0,Faunie,Evitts,-8.135667,111.5349059,12.9092962,102.6675575
822504351381857.0,19,8/7/1961,1,Skipton,Orviss,49.3203637,15.3266695,25.234479,110.179953
864837385439894.1,73,11/13/1978,0,Minette,Hambidge,24.607906,118.534074,30.760008,120.753163
802701020981257.0,51,12/26/1965,1,Kati,Loughran,39.2604149,125.861953,58.848193,5.66466
572485557290778.0,44,3/19/1969,0,Starlene,Tocqueville,-7.6209569,-78.0452217,7.1064967,124.828232
457119431234344.9,56,12/4/1987,0,Archaimbaud,Oxburgh,-10.1535,120.6278,-38.951721,-68.1038808
809612569040066.4,24,2/11/1985,0,Emlyn,Lemmers,52.4856992,13.3488258,43.499458,16.5426001
829556042340514.0,29,10/6/1968,1,Lurline,McGoogan,22.6491239,-80.0479039,-46.117645,168.9313628
957249485100112.4,75,2/23/1982,1,Jasen,Kruschev,-12.9361186,45.1501554,10.107755,123.649321
231057662620181.1,58,10/16/1995,1,Lockwood,Amdohr,31.2219543,-9.0736964,53.5460327,47.6885743
963784752739212.5,79,1/27/1983,1,Morgana,Feckey,14.7040142,121.0697978,31.77,-106.43
185674434707415.8,49,9/12/1956,0,Hewie,Gwioneth,59.3497176,18.0962527,14.9415552,-88.3263603
281722065073619.6,82,12/25/1997,0,Wiatt,Eldin,46.9063815,102.7636515,50.9666323,15.0249601
531354315568620.6,44,10/6/1993,0,Audrie,Guidotti,39.982718,117.078294,61.2067486,62.8101616
156192757553281.2,94,12/15/2002,0,Loleta,Ricciardo,-12.2684648,-41.5612423,58.9637041,126.2725057
721541585976649.8,37,9/22/1994,0,Curt,Myers,-10.459783,-40.1868956,48.5851876,7.7342943
247751144421230.2,13,9/21/2005,0,Felice,Buesden,49.1511054,17.0809537,40.7038775,-74.16442
127522733598053.8,59,6/25/1961,1,Coralie,Sackey,62.9123239,34.5739346,25.075123,117.017536
405326696274202.4,43,6/10/1983,1,Devin,Eliet,43.6953508,7.2559678,-34.8681929,-56.0333596
620888541194564.3,58,1/18/1983,0,Winn,Panyer,-26.99776,26.67672,19.214452,110.019489
759468962397439.6,89,3/21/1991,1,Wayland,Passion,13.691158,99.8543504,38.876483,121.549925
434043639752425.6,31,3/8/1997,0,Gwenora,Chansonnau,49.7720225,4.7201792,-26.1827713,-56.3712327
487830274599148.5,83,12/7/1996,0,Kaile,Thorley,7.7785093,98.3031575,29.703113,107.389298
285274602500044.7,72,12/28/2006,0,Mariette,Pennick,11.0124684,-63.9379244,50.3485458,39.6505372
186020106447979.4,52,5/10/1980,1,Amalee,Ipsly,-1.9705786,30.1044288,39.0924952,117.1770394
691791975455558.0,67,2/17/1966,1,Rriocard,Brunning,50.35349,17.8643499,-34.7430691,-58.5704426
801342090592830.0,87,5/21/1956,1,Bennie,Jeyes,31.2652893,32.3018661,-33.741216,-61.960779
654937512770968.0,11,8/10/1993,1,Jordana,Pinor,49.7053582,18.6134596,28.901462,118.511235
380297616190251.3,93,5/4/2014,1,Kittie,Ragge,48.7643143,9.1752629,9.9238222,105.3728845
169527018559970.1,24,6/22/2017,0,Daune,Chavez,49.9454719,21.8376406,33.048227,120.575443
194936943814371.9,97,2/11/1974,0,Eugenio,Lawley,51.6403247,21.7444457,59.2243365,18.2620496
891037322280345.3,86,9/14/1998,1,Carroll,Whaley,16.504382,104.0304535,13.2916538,-87.6519473
350456476962412.1,55,10/27/1986,1,Brandice,Saggers,48.9359551,89.1366848,37.2406676,55.1596592
462115687532207.1,86,6/17/2005,1,Markus,Mattsson,26.259427,107.518847,27.951331,92.009188
903462817022268.5,52,12/18/1986,1,Olivero,Borwick,45.7631589,106.2650297,44.9844262,15.8238674
736390520153461.0,11,11/12/1995,1,Perice,Willarton,11.1051054,122.642712,63.0077349,16.6652363
191269743399864.0,34,3/19/1966,1,Cinderella,Gain,29.988244,120.582633,30.174004,122.039055
629744241715145.1,28,7/31/1989,1,Orazio,Beatson,-42.7700601,-65.0306302,26.2903765,31.8571172
614564532198427.0,87,2/10/1965,0,Torry,Dyter,-28.672732,20.4284431,-19.468531,29.8120795
765259525200161.5,43,1/24/1971,1,Katrinka,Andrioletti,7.20312,124.796217,-33.3106292,26.5255946
580110025204821.0,18,9/10/1966,1,Jan,Foottit,31.09913,121.407386,33.8092255,-84.2805478
466218882777726.2,14,3/29/1999,1,Aldous,Lowres,-8.675462,115.2576575,37.3189149,-121.9416226
489242762063707.4,77,2/21/1956,0,Lowrance,Gilliver,51.9863725,17.7680934,43.1770344,-77.5504779
981654475663754.0,41,5/7/1964,1,Gabie,Acutt,26.5642157,50.0495725,-22.7733,-47.3047061
795612450467598.3,38,3/12/1967,1,Peder,Upson,23.5585593,89.9041371,42.8718884,73.1963111
237359258372719.2,22,9/20/1994,1,Crista,Duddle,14.5694082,121.0215733,13.401306,101.3658004
776308722866261.1,72,12/21/1994,1,Nickolaus,Lerwell,-6.076643,106.4288088,46.8330256,-0.7845859
467871144923207.6,82,11/21/2001,0,Hallie,Bowland,38.487193,106.230908,48.1973404,16.3587247
995236645988978.6,69,1/4/1999,0,Pincus,Exelby,56.076372,35.9263157,1.256633,-70.2359058
544030735979457.6,48,12/4/1974,1,Rosabella,Withrington,30.953479,117.674739,43.6813726,-79.7761974
894893738545654.9,42,1/20/2005,1,Deanna,Crossgrove,11.4384457,5.2318879,47.2876246,5.0131814
537828893726068.9,53,10/20/1994,0,Chantal,Zellner,45.6585294,-122.4979879,5.199505,-74.886835
204019911358467.5,90,7/5/2000,0,Glen,Krolle,6.3049636,7.5626411,55.6755324,12.5366206
635001166480258.0,28,3/17/2009,1,Willa,Bockett,1.504786,103.82287,49.6400856,17.2107059
405399106984740.7,28,1/27/1996,1,Nealson,Kloisner,30.118912,111.484536,26.4836842,117.9249002
974737820384980.0,33,3/29/1999,1,Ilario,Sandison,13.7464901,100.5129096,-6.939897,106.9506175
130893075787505.8,86,2/24/1966,1,Eilis,Aplin,14.1318474,121.2669296,8.1402266,5.0963141
887892272829022.6,59,5/25/1963,0,Jimmy,Gersam,36.067108,120.382609,41.8977003,12.5097274
777971191840854.9,82,8/3/1982,0,Barris,Blackstock,23.776981,111.416025,-0.421633,116.980756
838973836107698.3,25,7/7/2010,0,Nady,Sowle,37.0909826,138.1698009,43.1162469,1.6196332
386219954160038.3,79,1/27/1966,0,Pammi,Rosi,44.4466286,18.6510559,12.1348457,15.0557415
895448524588137.4,98,10/23/2011,1,Wilie,Bridden,-6.8128491,107.5087328,22.495591,113.297919
531019903038671.2,82,8/4/1992,0,Alphard,Brewitt,22.000143,100.771678,-6.8380439,111.4901903
584854213726656.6,41,11/24/1993,0,Minta,Haney,36.853122,116.090605,-13.231069,-70.7549896
733401433677933.5,50,1/20/1986,0,Chloris,Coote,19.2933162,-70.2583451,19.242837,-71.531084
358665445456537.8,13,3/18/2016,1,Teri,Roscow,2.160693,98.4403573,29.39441,113.016085
301157608975534.3,60,3/20/1995,0,Carrie,Duell,30.113962,118.169798,52.35536,16.519559
952433031883676.6,72,10/23/2003,1,Iorgos,Harborow,31.2988237,120.5852005,51.2366183,20.760809
755096747432240.3,20,9/29/1966,1,Aaren,Dibb,13.9013242,-87.1996084,56.7813252,16.0279817
473792231745491.3,40,10/15/2005,0,Alaster,Markos,41.529235,-8.5859581,36.7310107,136.6975386
311816028253466.6,48,7/4/1999,1,Marcello,Papes,28.112525,112.989854,-7.4220343,106.7529514
255760137663037.5,26,12/10/2011,1,Gaelan,Morcomb,43.6368159,-79.7119419,29.25486,111.626472
631227548815847.0,34,9/7/1995,1,Etty,Dunthorn,42.2431463,27.760764,44.0519136,42.8429639
655823015302939.0,29,7/21/2000,0,Perry,Emanuele,41.9236371,20.9163887,-6.8058522,111.9611919
518087109469545.3,17,3/10/1959,0,Nicoli,Thrift,24.960385,118.386279,-6.490877,106.7952511
914714543626335.1,91,10/26/1981,1,Karylin,Leggate,45.4352011,20.4744696,49.0122384,14.3800489
807843785146945.9,28,9/14/2010,1,Timoteo,Demangeot,8.7531549,4.1360234,22.3744371,31.602771
593726530821543.0,89,5/3/2014,0,Merry,Cunnell,7.2797462,80.6202033,14.3248092,120.9774982
935383522812949.9,92,6/28/1989,0,Wanda,Summerlie,-32.7773288,26.6291023,41.805699,123.431472
705913939000167.9,16,10/7/1958,1,Wake,Sperski,38.6002411,141.2405508,49.5376067,22.9667529
275589844567380.5,53,6/17/1985,1,Dougie,Lohmeyer,28.018107,111.945153,-28.8953831,27.9073244
631658468811734.8,34,2/27/2002,1,Charline,Yanne,26.091588,119.303552,36.114392,115.79182
362470955603166.3,13,5/12/1996,1,Rorie,Tweed,49.373136,16.2794136,53.6978211,91.6963172
825967257815385.3,56,1/25/1998,0,Wandis,Roxburch,42.1252635,-8.1988196,40.215006,70.5696268
456415727404234.7,53,4/22/1985,1,Manya,Matteuzzi,59.2931754,17.9862008,30.921373,118.784812
398640565362408.7,20,9/16/2012,0,Oralie,Stamper,-20.3992407,164.5870829,31.695648,115.431153
643430991953138.5,73,2/25/1958,1,Carmelita,Mort,33.868434,113.054801,52.2552455,19.8684556
855186878552640.3,24,9/13/1961,1,Jojo,Sicely,12.7684177,-87.1310668,55.086808,60.143301
663905697110057.5,75,12/12/1963,1,Gusella,Anglin,52.5462706,19.4663903,6.394353,-75.256581
255242663659065.4,73,7/21/1964,0,Howard,Ricardot,-6.7279241,111.3396498,23.377789,116.508701
840032906061046.6,44,3/21/1978,1,Bobbee,Zum Felde,-8.4701452,115.150378,5.9840985,116.0761121
518045425989416.9,31,10/1/1981,0,Charyl,Nutkin,45.9397564,19.203958,36.7203407,-4.419495
509161488737124.6,14,12/29/1961,1,August,Matterson,39.68,-75.75,53.8386511,22.9882406
704534032688043.3,33,9/8/2013,0,Bill,Poyzer,54.3777115,81.9305699,26.8310493,68.1194872
611426272562702.8,55,3/16/2015,1,Niko,Silburn,41.468342,115.437602,37.9512175,23.4910916
577838018144661.3,78,5/19/1960,1,Herby,Hiscoke,34.810487,117.323725,40.7086377,19.9437314
600982214112057.8,60,9/28/1999,0,Lannie,Pyffe,-31.6146073,-60.7152064,-6.205673,106.3081194
428912876292685.1,79,10/4/1977,0,Alexandrina,Everil,26.074478,119.296482,14.1399735,120.9620573
909763659213028.6,32,9/19/2005,0,Flemming,Wallworke,61.5095512,23.0108503,-38.9468031,-68.0694251
411961331862858.2,34,1/5/1965,1,Ada,Bransby,38.7683879,139.9177739,-22.3734081,-48.3860575
264966872440572.3,82,9/22/2014,0,Vince,Bengal,-22.3812506,30.0318547,59.9384597,10.7533605
906782303552919.5,53,10/12/1988,0,Lezley,Lohde,-10.2017376,123.4327468,40.6282676,24.5762096
506341755305055.0,18,4/9/1979,1,Rollo,Speenden,-6.1827598,106.8270521,40.6073164,46.7807131
853986529757584.3,20,9/3/1974,1,Ervin,Capper,59.4291534,18.0684457,56.5288032,42.3295742
758345508073594.1,59,10/17/2011,1,Hobey,Clist,49.7647258,16.9050077,45.31,-93.79
275383087433255.4,15,11/25/2015,0,Jarrett,Dawnay,4.5943745,-74.0740729,-24.5551012,25.8107681
329429576669624.1,31,4/21/2002,0,Nil,Bordman,-6.893751,112.4514977,10.469636,-66.8286476
496511727098005.4,82,3/9/2006,0,Yard,Hunsworth,-2.6284683,-80.3895886,35.24417,129.21389
389819660574356.1,91,10/12/1971,0,Kristy,Ivasyushkin,10.2947384,123.9595164,55.317303,21.017718
409927323514555.6,17,6/4/2000,1,Ilaire,MacMaykin,-8.7433,121.7445,19.9699898,105.6515167
147247615667425.0,79,10/25/2003,0,Barbette,Zoane,28.021131,120.599782,43.4945737,5.8978018
428117151220049.7,24,8/25/2004,0,Graig,Haslen,39.7589933,22.28609,44.1675867,2.0308233
236360369828590.4,32,1/2/1991,1,Courtenay,Bilbie,-2.609012,112.403397,-10.9232,122.8283
513170684354373.3,47,2/3/1963,1,Bili,Ludgrove,33.6349736,46.415281,26.053583,117.870803
903660015143943.9,42,4/22/2012,0,Langston,Spraggs,32.478018,117.167563,18.578496,108.736289
220446690586794.9,47,5/21/1972,0,Reuven,Borleace,42.0275439,23.9915523,14.6004472,121.030802
152757215956727.8,84,5/2/1970,1,Camella,Murdoch,56.3825759,14.0267172,49.2302517,33.1264307
914383643412139.5,56,9/27/2013,1,Trish,Rodenhurst,-9.2263237,33.6422932,19.6938888,-99.2591666
722428050476370.3,85,8/21/2009,1,Winna,Whorall,13.9314921,122.0915082,-8.1714502,114.2806558
102314112040211.3,95,10/31/1992,0,Fiann,Beverstock,39.815838,118.630532,58.5748357,11.9906
922316175339050.4,57,12/17/2003,0,Bank,Champ,50.2616437,15.9613245,13.2375414,-14.1959978
162865717395811.3,21,1/31/1962,0,Cinnamon,Philipot,38.042805,114.514893,-16.1705547,49.765208
553777066298837.2,39,2/13/1979,0,Ahmed,Fountian,13.657259,123.5098357,40.767544,114.886335
332361493013246.4,62,5/11/1962,0,Cosimo,Hallstone,34.6919356,32.9184086,23.561222,116.074362
478199134462798.5,24,6/11/1980,0,Kikelia,Ramsted,56.0127743,37.2229806,48.5225505,23.5051414
972907740642338.5,48,9/14/2013,1,Jarad,Emson,29.86548,116.328879,-13.4017106,-44.2097085
482833545128175.5,30,5/6/1968,1,Maximilianus,Terram,29.3738721,71.6934843,20.4463471,106.3365828
891843150324666.6,92,9/10/1957,1,Nye,Nanelli,43.2916776,-0.3696612,57.6735995,12.0098218
900792931612559.0,64,5/31/2009,0,Kally,Bullick,55.1662846,58.7926322,7.2333331,124.25
602028438313507.8,15,9/5/1998,0,Robenia,Worge,21.0471807,104.2991973,-8.5167606,123.385081
898382980974172.8,92,11/22/1955,0,Murry,Chattell,3.1523104,101.7178316,45.2507706,20.4661565
750772610538567.5,97,10/28/1999,0,Annetta,Conkey,38.8833,116.47424,-9.8798746,124.6358702
689656524303380.8,92,11/4/1994,1,Karry,Sheircliffe,-7.2638,106.54,4.0904675,-74.5346103
236050833941855.4,65,11/20/1985,0,Dill,Nutkin,45.46536,-73.66585,64.0128827,11.496376
280648166282555.9,41,12/9/2010,1,Trudy,Fairburn,43.884893,-0.5046003,5.695633,-76.649812
637583251306656.3,82,2/19/1980,0,Tirrell,Sparshott,39.3041754,-9.1967347,25.822138,116.793053
798714275213222.5,89,7/18/2012,1,Querida,Walkling,16.1779407,119.8572781,36.7821,117.032171
988174369661572.5,26,5/18/2016,0,Charmian,MacKean,31.7338222,118.8719394,-17.4086322,32.2256803
440845593884220.1,23,4/22/1959,0,Bianka,Wollen,12.333333,121.1500015,49.9444329,21.2934649
737562946987781.9,79,3/6/1959,1,Patience,Fridaye,36.2074633,140.2895414,-10.249091,-48.3242858
532342775644619.0,30,8/19/1956,1,Frieda,Cullen,5.7577596,103.0010752,54.4413138,21.0119817
920535587099470.5,28,4/17/2002,0,Cynthea,Treamayne,51.6248663,20.8139759,30.594336,105.236903
135633887783606.6,81,9/23/2007,1,Jilleen,Mizen,14.2712301,-90.0375295,31.938731,113.165197
467553536809851.2,33,10/15/1971,1,Alvy,Scarsbrook,53.2408084,39.9633318,57.7602946,16.642353
734973622187577.4,81,11/21/1975,0,Sergio,Gallahar,-9.3224332,-77.6034894,49.1511054,17.0809537
551755775778348.3,99,10/24/1993,0,Lilah,Febre,47.2399267,142.7481398,33.200333,120.50085
843964057400602.9,80,8/20/1994,1,Pancho,Juschke,-7.1582623,107.9235563,52.4198041,20.9258628
661600990318583.6,24,4/9/1962,0,Ignacio,Badgers,-5.9127393,29.1913918,50.1285625,13.295139
428734544522509.3,65,6/1/1977,1,Bibby,Segebrecht,55.7977131,38.439524,-8.6601628,117.4615118
512827830941142.0,35,4/16/1983,1,Claudia,Jozwiak,44.023338,43.0973244,12.0806213,-86.0198103
419937820796880.8,23,9/29/1997,1,Staffard,Schaumaker,14.52309,-90.764589,40.617471,-8.753421
631161571088973.1,58,9/6/1977,1,Pietra,Ropp,-8.2314198,113.4835627,33.4881678,118.2110105
613273223174811.3,47,4/27/1995,0,Rudolph,Longcake,-38.9338082,-69.2497586,-6.4698758,107.4780383
562469663829867.9,23,12/11/1983,0,Gabriela,Worcester,32.200197,118.41697,9.5384134,105.2428853
711176930766739.0,91,2/16/1956,0,Emmett,Duro,15.3242623,-87.9506348,62.3838715,17.2770463
750342229738095.6,15,6/22/1962,0,Eulalie,Doohan,49.6542555,16.5117461,45.506995,124.292626
381447021824439.4,40,7/11/1970,1,Jessamyn,Bonhome,14.4463627,-87.2655636,9.1681467,8.9245343
653209809995056.5,43,8/7/1980,0,Goldy,Dive,-8.399762,114.261299,41.3905327,-8.3219318
967000488040778.1,96,11/4/1979,0,Maggee,Astbury,13.4689232,120.9800797,27.0874564,114.9042208
348939417811850.5,32,1/30/2004,0,Nan,Salway,27.829795,112.944026,15.3445135,104.1560983
991261177753448.5,93,10/31/1972,0,Ingaborg,Husset,48.9268168,2.3306851,-32.9979844,-60.6298078
418679629731015.5,44,6/5/1958,1,Bernie,Barnish,57.6809089,12.0018674,-10.1683268,31.3484448
797762054597486.1,91,8/20/2015,0,Dar,Chasney,42.7021916,9.4476864,-27.0960682,-48.6178074
622630664696352.9,86,5/4/1969,1,Winona,Karby,-19.7619024,-44.0853572,-20.5923566,-45.4874873
179594961429708.6,46,4/20/1969,1,Gayelord,McCutheon,35.588399,99.982552,58.5372113,15.0131752
339861580681122.8,98,12/19/2016,1,Sheffy,Spittal,33.347316,120.16366,-7.7516,114.1829
791567635054494.3,73,10/23/2009,1,Jehanna,Wainscoat,13.3846598,-88.5045477,57.7581391,24.3543455
